Id	Form	Lemma	UPosTag	XPosTag	Feats	Head	DepRel	Deps	Misc
695	когда	когда	SCONJ	_	_	_	_	_	words-aal#@aal1975m#133.481#133.779
696	какой-нибудь	какой-нибудь	DET	_	Case=Nom|Gender=Masc|Number=Sing	_	_	_	words-aal#@aal1975m#133.779#134.077
697	хованский	Хованский	PROPN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	words-aal#@aal1975m#134.077#134.375
698	/	/	PUNCT	_	_	_	_	_	words-aal#@aal1975m#134.375#134.673
699	заказывает	заказывать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	words-aal#@aal1975m#134.673#134.971
700	логотип	логотип	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	words-aal#@aal1975m#134.971#135.269
701	и	и	CCONJ	_	_	_	_	_	words-aal#@aal1975m#135.269#135.567
702	получает...он	получает	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	words-aal#@aal1975m#135.567#135.865
703	сразу	сразу	ADV	_	Degree=Pos	_	_	_	words-aal#@aal1975m#135.865#136.163
704	получает	получать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	words-aal#@aal1975m#136.163#136.461
705	/	/	PUNCT	_	_	_	_	_	words-aal#@aal1975m#136.461#136.759
706	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	words-aal#@aal1975m#136.759#137.057
707	самый	самый	ADJ	_	Case=Nom|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	words-aal#@aal1975m#137.057#137.355
708	популярный	популярный	ADJ	_	Case=Nom|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	words-aal#@aal1975m#137.355#137.653
709	ролик	ролик	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	words-aal#@aal1975m#137.653#137.951
710	за	за	ADP	_	_	_	_	_	words-aal#@aal1975m#137.951#138.249
711	последние	последний	ADJ	_	Animacy=Inan|Case=Acc|Degree=Pos|Number=Plur	_	_	_	words-aal#@aal1975m#138.249#138.547
712	там	там	ADV	_	Degree=Pos	_	_	_	words-aal#@aal1975m#138.547#138.845
713	/	/	PUNCT	_	_	_	_	_	words-aal#@aal1975m#138.845#139.143
714	три	три	NUM	_	Animacy=Inan|Case=Acc	_	_	_	words-aal#@aal1975m#139.143#139.441
715	года	год	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	words-aal#@aal1975m#139.441#139.739
716	у	у	ADP	_	_	_	_	_	words-aal#@aal1975m#139.739#140.037
717	него	он	PRON	_	Case=Gen|Gender=Masc|Number=Sing|Person=3	_	_	_	words-aal#@aal1975m#140.037#140.335
718	на	на	ADP	_	_	_	_	_	words-aal#@aal1975m#140.335#140.633
719	канале	канал	NOUN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing	_	_	_	words-aal#@aal1975m#140.633#140.931
720	сразу	сразу	ADV	_	Degree=Pos	_	_	_	words-aal#@aal1975m#140.931#141.229
721	там	там	ADV	_	Degree=Pos	_	_	_	words-aal#@aal1975m#141.229#141.527
722	/	/	PUNCT	_	_	_	_	_	words-aal#@aal1975m#141.527#141.825
723	полтора	полтора	NUM	_	Case=Acc|Gender=Masc	_	_	_	words-aal#@aal1975m#141.825#142.123
724	миллиона	миллион	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	words-aal#@aal1975m#142.123#142.421
725	просмотров	просмотр	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Plur	_	_	_	words-aal#@aal1975m#142.421#142.73
726	почему	почему	ADV	_	Degree=Pos	_	_	_	words-aal#@aal1975m#165.352#165.677
727	он	он	PRON	_	Case=Nom|Gender=Masc|Number=Sing|Person=3	_	_	_	words-aal#@aal1975m#165.677#166.002
728	обосрал	обосрать	VERB	_	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	words-aal#@aal1975m#166.002#166.327
729	он	он	PRON	_	Case=Nom|Gender=Masc|Number=Sing|Person=3	_	_	_	words-aal#@aal1975m#166.327#166.652
730	сделал	делать	VERB	_	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	words-aal#@aal1975m#166.652#166.977
731	охуенный	охуенный	ADJ	_	Animacy=Inan|Case=Acc|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	words-aal#@aal1975m#166.977#167.302
732	обзор	обзор	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	words-aal#@aal1975m#167.302#167.627
733	и	и	CCONJ	_	_	_	_	_	words-aal#@aal1975m#167.764#167.918
734	он	он	PRON	_	Case=Nom|Gender=Masc|Number=Sing|Person=3	_	_	_	words-aal#@aal1975m#167.918#168.072
735	это	это	PRON	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	words-aal#@aal1975m#168.072#168.226
736	/	/	PUNCT	_	_	_	_	_	words-aal#@aal1975m#168.226#168.38
737	ааа	аа	INTJ	_	_	_	_	_	words-aal#@aal1975m#168.38#168.534
738	он	он	PRON	_	Case=Nom|Gender=Masc|Number=Sing|Person=3	_	_	_	words-aal#@aal1975m#168.534#168.688
739	его	он	DET	_	_	_	_	_	words-aal#@aal1975m#168.688#168.842
740	он	он	PRON	_	Case=Nom|Gender=Masc|Number=Sing|Person=3	_	_	_	words-aal#@aal1975m#168.842#168.996
741	его	его	PRON	_	Case=Acc|Gender=Masc|Number=Sing|Person=3	_	_	_	words-aal#@aal1975m#168.996#169.15
742	вы...	вы...	X	_	_	_	_	_	words-aal#@aal1975m#169.15#169.313
743	смотрел	смотреть	VERB	_	Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	words-aal#@aal1975m#170.032#171.225
744	он	он	PRON	_	Case=Nom|Gender=Masc|Number=Sing|Person=3	_	_	_	words-aal#@aal1975m#185.262#185.521
745	/	/	PUNCT	_	_	_	_	_	words-aal#@aal1975m#185.521#185.78
746	подумал	подумать	VERB	_	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	words-aal#@aal1975m#185.78#186.039
747	что	что	SCONJ	_	_	_	_	_	words-aal#@aal1975m#186.039#186.298
748	он	он	PRON	_	Case=Nom|Gender=Masc|Number=Sing|Person=3	_	_	_	words-aal#@aal1975m#186.298#186.557
749	не	не	PART	_	_	_	_	_	words-aal#@aal1975m#186.557#186.816
750	хочет	хотеть	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	words-aal#@aal1975m#186.816#187.075
751	повторять	повторять	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	words-aal#@aal1975m#187.075#187.334
752	хованского	Хованский	PROPN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	words-aal#@aal1975m#187.334#187.593
753	/	/	PUNCT	_	_	_	_	_	words-aal#@aal1975m#187.593#187.852
754	хочет	хотеть	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	words-aal#@aal1975m#187.852#188.111
755	чо-то	что-то	PRON	_	Case=Acc	_	_	_	words-aal#@aal1975m#188.111#188.37
756	более	более	ADV	_	Degree=Cmp	_	_	_	words-aal#@aal1975m#188.37#188.629
757	оригинального	оригинальный	ADJ	_	Case=Gen|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	words-aal#@aal1975m#188.629#188.888
758	/	/	PUNCT	_	_	_	_	_	words-aal#@aal1975m#188.888#189.147
759	но	но	CCONJ	_	_	_	_	_	words-aal#@aal1975m#189.147#189.406
760	хованский	Хованский	PROPN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	words-aal#@aal1975m#189.406#189.665
761	же	же	PART	_	_	_	_	_	words-aal#@aal1975m#189.665#189.924
762	поставил	ставить	VERB	_	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	words-aal#@aal1975m#189.924#190.183
763	себе	себя	PRON	_	Case=Dat	_	_	_	words-aal#@aal1975m#190.183#190.442
764	этот	этот	DET	_	Case=Acc|Gender=Masc|Number=Sing	_	_	_	words-aal#@aal1975m#190.442#190.701
765	логотип	логотип	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	words-aal#@aal1975m#190.701#190.96
766	/	/	PUNCT	_	_	_	_	_	words-aal#@aal1975m#190.96#191.219
767	он	он	PRON	_	Case=Nom|Gender=Masc|Number=Sing|Person=3	_	_	_	words-aal#@aal1975m#191.219#191.478
768	же	же	PART	_	_	_	_	_	words-aal#@aal1975m#191.478#191.737
769	работает	работать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	words-aal#@aal1975m#191.737#191.996
770	/	/	PUNCT	_	_	_	_	_	words-aal#@aal1975m#191.996#192.255
771	вот	вот	PART	_	_	_	_	_	words-aal#@aal1975m#192.255#192.514
772	шапку	шапка	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	_	_	_	words-aal#@aal1975m#192.514#192.773
773	себе	себя	PRON	_	Case=Dat	_	_	_	words-aal#@aal1975m#192.773#193.032
774	сделал	делать	VERB	_	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	words-aal#@aal1975m#193.032#193.291
775	/	/	PUNCT	_	_	_	_	_	words-aal#@aal1975m#193.291#193.55
776	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	words-aal#@aal1975m#193.55#193.809
777	же	же	PART	_	_	_	_	_	words-aal#@aal1975m#193.809#194.068
778	клёво	клёво	ADV	_	Degree=Pos	_	_	_	words-aal#@aal1975m#194.068#194.327
779	выглядит	выглядеть	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	words-aal#@aal1975m#194.327#194.586
780	/	/	PUNCT	_	_	_	_	_	words-aal#@aal1975m#194.586#194.845
781	то	то	SCONJ	_	_	_	_	_	words-aal#@aal1975m#194.845#195.104
782	что	что	PRON	_	Case=Nom	_	_	_	words-aal#@aal1975m#195.104#195.363
783	казалось	казаться	VERB	_	Aspect=Imp|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Mid	_	_	_	words-aal#@aal1975m#195.363#195.622
784	невозможным	невозможный	ADJ	_	Case=Ins|Degree=Pos|Gender=Neut|Number=Sing	_	_	_	words-aal#@aal1975m#195.622#195.918
785	если	если	SCONJ	_	_	_	_	_	words-aal#@aal1975m#196.0#196.227
786	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	_	_	_	words-aal#@aal1975m#196.227#196.454
787	вспомнишь	вспомнить	VERB	_	Aspect=Perf|Mood=Ind|Number=Sing|Person=2|Tense=Fut|VerbForm=Fin|Voice=Act	_	_	_	words-aal#@aal1975m#196.454#196.681
788	три	три	NUM	_	Animacy=Inan|Case=Acc	_	_	_	words-aal#@aal1975m#196.681#196.908
789	года	год	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	words-aal#@aal1975m#196.908#197.135
790	назад	назад	ADV	_	Degree=Pos	_	_	_	words-aal#@aal1975m#197.135#197.362
791	считалось	считать	VERB	_	Aspect=Imp|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Pass	_	_	_	words-aal#@aal1975m#197.362#197.589
792	что	что	SCONJ	_	_	_	_	_	words-aal#@aal1975m#197.589#197.816
793	самая	самый	ADJ	_	Case=Nom|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	words-aal#@aal1975m#197.816#198.043
794	безумная	безумный	ADJ	_	Case=Nom|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	words-aal#@aal1975m#198.043#198.27
795	ересь	ересь	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	_	_	_	words-aal#@aal1975m#198.27#198.497
796	на	на	ADP	_	_	_	_	_	words-aal#@aal1975m#198.497#198.724
797	свете	свет	NOUN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing	_	_	_	words-aal#@aal1975m#198.724#198.951
798	логотип	логотип	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	words-aal#@aal1975m#198.951#199.178
799	джон	Джон	PROPN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	words-aal#@aal1975m#199.178#199.405
800	фёдор	Фёдор	PROPN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	words-aal#@aal1975m#199.405#199.632
801	/	/	PUNCT	_	_	_	_	_	words-aal#@aal1975m#199.632#199.859
802	так	так	ADV	_	Degree=Pos	_	_	_	words-aal#@aal1975m#199.859#200.086
803	и	и	PART	_	_	_	_	_	words-aal#@aal1975m#200.086#200.313
804	щас	щас	VERB	_	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	words-aal#@aal1975m#200.313#200.54
805	/	/	PUNCT	_	_	_	_	_	words-aal#@aal1975m#200.54#200.767
806	когда	когда	SCONJ	_	_	_	_	_	words-aal#@aal1975m#200.767#200.994
807	люди	человек	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Plur	_	_	_	words-aal#@aal1975m#200.994#201.221
808	на	на	ADP	_	_	_	_	_	words-aal#@aal1975m#201.221#201.448
809	него	он	PRON	_	Case=Acc|Gender=Masc|Number=Sing|Person=3	_	_	_	words-aal#@aal1975m#201.448#201.675
810	смотрят	смотреть	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	words-aal#@aal1975m#201.675#201.902
811	они	они	PRON	_	Case=Nom|Number=Plur|Person=3	_	_	_	words-aal#@aal1975m#201.902#202.129
812	такие	такой	DET	_	Case=Nom|Number=Plur	_	_	_	words-aal#@aal1975m#202.129#202.356
813	/	/	PUNCT	_	_	_	_	_	words-aal#@aal1975m#202.356#202.583
814	а	а	CCONJ	_	_	_	_	_	words-aal#@aal1975m#202.583#202.81
815	чо	что	PRON	_	Case=Nom	_	_	_	words-aal#@aal1975m#202.81#203.037
816	не	не	PART	_	_	_	_	_	words-aal#@aal1975m#203.037#203.264
817	так-то	так-то	ADV	_	Degree=Pos	_	_	_	words-aal#@aal1975m#203.264#203.491
818	/	/	PUNCT	_	_	_	_	_	words-aal#@aal1975m#203.491#203.718
819	это	это	PART	_	_	_	_	_	words-aal#@aal1975m#203.718#203.945
820	же	же	PART	_	_	_	_	_	words-aal#@aal1975m#203.945#204.172
821	отличный	отличный	ADJ	_	Animacy=Inan|Case=Acc|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	words-aal#@aal1975m#204.172#204.399
822	понятный	понятный	ADJ	_	Animacy=Inan|Case=Acc|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	words-aal#@aal1975m#204.399#204.626
823	логотип	логотип	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	words-aal#@aal1975m#204.626#204.853
824	/	/	PUNCT	_	_	_	_	_	words-aal#@aal1975m#204.853#205.08
825	хороший	хороший	ADJ	_	Animacy=Inan|Case=Acc|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	words-aal#@aal1975m#205.08#205.307
826	/	/	PUNCT	_	_	_	_	_	words-aal#@aal1975m#205.307#205.534
827	нейтральный	нейтральный	ADJ	_	Animacy=Inan|Case=Acc|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	words-aal#@aal1975m#205.534#205.761
828	/	/	PUNCT	_	_	_	_	_	words-aal#@aal1975m#205.761#205.988
829	нежный	нежный	ADJ	_	Animacy=Inan|Case=Acc|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	words-aal#@aal1975m#205.988#206.215
830	/	/	PUNCT	_	_	_	_	_	words-aal#@aal1975m#206.215#206.442
831	на	на	ADP	_	_	_	_	_	words-aal#@aal1975m#206.442#206.669
832	фоне	фон	NOUN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing	_	_	_	words-aal#@aal1975m#206.669#206.896
833	того	то	DET	_	Case=Acc|Gender=Masc|Number=Sing	_	_	_	words-aal#@aal1975m#206.896#207.123
834	что	что	PRON	_	Case=Acc	_	_	_	words-aal#@aal1975m#207.123#207.35
835	мы	мы	PRON	_	Case=Nom|Number=Plur|Person=1	_	_	_	words-aal#@aal1975m#207.35#207.577
836	делаем	делать	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	words-aal#@aal1975m#207.577#207.804
837	сейчас	сейчас	ADV	_	Degree=Pos	_	_	_	words-aal#@aal1975m#207.804#208.039
838	а	а	CCONJ	_	_	_	_	_	words-aal#@aal1975m#208.156#208.416
839	то	то	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	words-aal#@aal1975m#208.416#208.676
840	что	что	PRON	_	Case=Acc	_	_	_	words-aal#@aal1975m#208.676#208.936
841	мы	мы	PRON	_	Case=Nom|Number=Plur|Person=1	_	_	_	words-aal#@aal1975m#208.936#209.196
842	будем	быть	AUX	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	words-aal#@aal1975m#209.196#209.456
843	делать	делать	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	words-aal#@aal1975m#209.456#209.716
844	через	через	ADP	_	_	_	_	_	words-aal#@aal1975m#209.716#209.976
845	три	три	NUM	_	Animacy=Inan|Case=Acc	_	_	_	words-aal#@aal1975m#209.976#210.236
846	года	год	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	words-aal#@aal1975m#210.236#210.496
847	/	/	PUNCT	_	_	_	_	_	words-aal#@aal1975m#210.496#210.756
848	тебе	ты	PRON	_	Case=Dat|Number=Sing|Person=2	_	_	_	words-aal#@aal1975m#210.756#211.016
849	хованский	Хованский	PROPN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	words-aal#@aal1975m#211.016#211.276
850	начнет	начать	VERB	_	Aspect=Perf|Mood=Ind|Number=Sing|Person=3|Tense=Fut|VerbForm=Fin|Voice=Act	_	_	_	words-aal#@aal1975m#211.276#211.536
851	нравиться	нравиться	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Mid	_	_	_	words-aal#@aal1975m#211.536#211.803
852	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	_	_	_	words-aal#@aal1975m#211.921#212.136
853	поймешь	понять	VERB	_	Aspect=Perf|Mood=Ind|Number=Sing|Person=2|Tense=Fut|VerbForm=Fin|Voice=Act	_	_	_	words-aal#@aal1975m#212.136#212.351
854	что	что	PRON	_	Case=Acc	_	_	_	words-aal#@aal1975m#212.351#212.566
855	блять	блять	PART	_	_	_	_	_	words-aal#@aal1975m#212.566#212.781
856	/	/	PUNCT	_	_	_	_	_	words-aal#@aal1975m#212.781#212.996
857	все	все	PART	_	_	_	_	_	words-aal#@aal1975m#212.996#213.211
858	же	же	PART	_	_	_	_	_	words-aal#@aal1975m#213.211#213.426
859	/	/	PUNCT	_	_	_	_	_	words-aal#@aal1975m#213.426#213.641
860	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	words-aal#@aal1975m#213.641#213.856
861	самый	самый	ADJ	_	Case=Nom|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	words-aal#@aal1975m#213.856#214.071
862	нормальный	нормальный	ADJ	_	Case=Nom|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	words-aal#@aal1975m#214.071#214.286
863	логотип	логотип	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	words-aal#@aal1975m#214.286#214.501
864	/	/	PUNCT	_	_	_	_	_	words-aal#@aal1975m#214.501#214.716
865	вообще	вообще	ADV	_	Degree=Pos	_	_	_	words-aal#@aal1975m#214.716#214.931
866	на	на	ADP	_	_	_	_	_	words-aal#@aal1975m#214.931#215.146
867	свете	свет	NOUN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing	_	_	_	words-aal#@aal1975m#215.146#215.372
868	а	а	CCONJ	_	_	_	_	_	words-aal#@aal1975m#216.078#216.234
869	пора	пора	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	words-aal#@aal1975m#216.234#216.39
870	валить	валить	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	words-aal#@aal1975m#216.39#216.546
871	он	он	PRON	_	Case=Nom|Gender=Masc|Number=Sing|Person=3	_	_	_	words-aal#@aal1975m#216.546#216.702
872	/	/	PUNCT	_	_	_	_	_	words-aal#@aal1975m#216.702#216.858
873	к	к	ADP	_	_	_	_	_	words-aal#@aal1975m#216.858#217.014
874	чему	что	PRON	_	Case=Dat	_	_	_	words-aal#@aal1975m#217.014#217.17
875	у	у	ADP	_	_	_	_	_	words-aal#@aal1975m#217.17#217.326
876	него	он	PRON	_	Case=Gen|Gender=Masc|Number=Sing|Person=3	_	_	_	words-aal#@aal1975m#217.326#217.482
877	претензия	претензия	NOUN	_	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing	_	_	_	words-aal#@aal1975m#217.482#217.638
878	у	у	ADP	_	_	_	_	_	words-aal#@aal1975m#217.638#217.794
879	усачева	Усачев	PROPN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	words-aal#@aal1975m#217.794#217.96
880	к	к	ADP	_	_	_	_	_	words-aal#@aal1975m#218.058#218.332
881	тому	то	PRON	_	Animacy=Inan|Case=Dat|Gender=Neut|Number=Sing	_	_	_	words-aal#@aal1975m#218.332#218.606
882	что	что	SCONJ	_	_	_	_	_	words-aal#@aal1975m#218.606#218.88
883	он	он	PRON	_	Case=Nom|Gender=Masc|Number=Sing|Person=3	_	_	_	words-aal#@aal1975m#218.88#219.154
884	слишком	слишком	ADV	_	Degree=Pos	_	_	_	words-aal#@aal1975m#219.154#219.428
885	нормальный	нормальный	ADJ	_	Case=Nom|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	words-aal#@aal1975m#219.428#219.704
886	почему	почему	ADV	_	Degree=Pos	_	_	_	words-aal#@aal1975m#223.862#224.089
887	буквы	буква	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Plur	_	_	_	words-aal#@aal1975m#224.089#224.316
888	они	они	PRON	_	Case=Nom|Number=Plur|Person=3	_	_	_	words-aal#@aal1975m#224.316#224.543
889	же	же	PART	_	_	_	_	_	words-aal#@aal1975m#224.543#224.77
890	уходит	уходить	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	words-aal#@aal1975m#224.77#224.997
891	так	так	ADV	_	Degree=Pos	_	_	_	words-aal#@aal1975m#224.997#225.224
892	/	/	PUNCT	_	_	_	_	_	words-aal#@aal1975m#225.224#225.451
893	ууу	ууу	INTJ	_	_	_	_	_	words-aal#@aal1975m#225.451#225.678
894	/	/	PUNCT	_	_	_	_	_	words-aal#@aal1975m#225.678#225.905
895	в	в	ADP	_	_	_	_	_	words-aal#@aal1975m#225.905#226.132
896	телепорт	телепорт	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	words-aal#@aal1975m#226.132#226.359
897	/	/	PUNCT	_	_	_	_	_	words-aal#@aal1975m#226.359#226.586
898	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	words-aal#@aal1975m#226.586#226.813
899	же	же	PART	_	_	_	_	_	words-aal#@aal1975m#226.813#227.04
900	замечательно	замечательный	ADJ	_	Degree=Pos|Gender=Neut|Number=Sing|Variant=Short	_	_	_	words-aal#@aal1975m#227.04#227.274
901	ну	ну	PART	_	_	_	_	_	words-aal#@aal1975m#252.607#253.107
902	да	да	PART	_	_	_	_	_	words-aal#@aal1975m#253.107#253.607
903	да	да	PART	_	_	_	_	_	words-aal#@aal1975m#253.686#253.986
904	все	все	INTJ	_	_	_	_	_	words-aal#@aal1975m#253.986#254.286
905	отбились	отбить	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Mid	_	_	_	words-aal#@aal1975m#254.286#254.588
906	нет	нет	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	words-aal#@aal1975m#263.294#263.533
907	/	/	PUNCT	_	_	_	_	_	words-aal#@aal1975m#263.533#263.772
908	всё	все	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	words-aal#@aal1975m#263.772#264.011
909	/	/	PUNCT	_	_	_	_	_	words-aal#@aal1975m#264.011#264.25
910	всё	все	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	words-aal#@aal1975m#264.25#264.489
911	хорошо	хорошо	ADJ	_	Degree=Pos|Gender=Neut|Number=Sing|Variant=Short	_	_	_	words-aal#@aal1975m#264.489#264.728
912	кроме	кроме	ADP	_	_	_	_	_	words-aal#@aal1975m#264.728#264.967
913	слова	слово	NOUN	_	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing	_	_	_	words-aal#@aal1975m#264.967#265.206
914	трэш	трэш	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	words-aal#@aal1975m#265.206#265.451
915	потому	потому	ADV	_	Degree=Pos	_	_	_	words-aal#@aal1975m#265.529#265.883
916	что	что	SCONJ	_	_	_	_	_	words-aal#@aal1975m#265.883#266.237
917	дизайн	дизайн	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	words-aal#@aal1975m#266.237#266.591
918	/	/	PUNCT	_	_	_	_	_	words-aal#@aal1975m#266.591#266.945
919	если	если	SCONJ	_	_	_	_	_	words-aal#@aal1975m#266.945#267.299
920	его	он	PRON	_	Case=Acc|Gender=Masc|Number=Sing|Person=3	_	_	_	words-aal#@aal1975m#267.299#267.653
921	не	не	PART	_	_	_	_	_	words-aal#@aal1975m#267.653#268.007
922	обсуждали	обсуждать	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	words-aal#@aal1975m#268.007#268.361
923	это	это	PRON	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	words-aal#@aal1975m#268.361#268.715
924	мое	мой	DET	_	Case=Acc|Gender=Neut|Number=Sing	_	_	_	words-aal#@aal1975m#268.715#269.069
925	абсолютное	абсолютный	ADJ	_	Case=Acc|Degree=Pos|Gender=Neut|Number=Sing	_	_	_	words-aal#@aal1975m#269.069#269.423
